X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,__target__
10.589859962463379,1.6530590057373047,1.2018840312957764,0.7057183980941772,0.017154060304164886,1.0838509798049927,8.292900085449219,12.443920135498047,4.1280717849731445,0.8684520125389099,0
9.489803314208984,0.03574182093143463,2.403769016265869,0.9033195972442627,0.8577030897140503,0.5964387059211731,7.246947765350342,10.218170166015625,3.736166000366211,2.292712926864624,0
9.69338607788086,0.7863199710845947,2.403769016265869,0.9456626772880554,0.051462188363075256,1.0832099914550781,9.114718437194824,10.471099853515625,2.246925115585327,3.230642080307007,0
10.486289978027344,2.3410890102386475,2.937938928604126,4.408388137817383,4.63159704208374,1.5468930006027222,6.051575183868408,12.393329620361328,5.721820831298828,1.1826050281524658,0
10.29341983795166,0.9918354749679565,2.0031399726867676,1.2044260501861572,1.3208630084991455,0.17764900624752045,9.152073860168457,11.229880332946777,2.6388309001922607,0.9741765856742859,0
10.789870262145996,0.4735791087150574,1.2018840312957764,1.783115029335022,0.8405489921569824,3.4689650535583496,8.442320823669434,11.179289817810059,3.3703880310058594,3.029010057449341,1
11.625630378723145,0,0,0.14114369451999664,0,3.796044111251831,8.143478393554688,12.039239883422852,4.075818061828613,0.3398289978504181,1
8.671900749206543,2.5108630657196045,2.53731107711792,1.646675944328308,1.5781739950180054,0.9530193209648132,6.163641929626465,12.039239883422852,5.512804985046387,0.4017534852027893,1
10.104120254516602,0.20551550388336182,0.9347988963127136,0.9456626772880554,0.4631597101688385,0.7349663972854614,8.068766593933105,11.381629943847656,3.7884199619293213,2.0661609172821045,0
9.204072952270508,1.2062859535217285,0.9347988963127136,0.39990711212158203,0.15438659489154816,0.6939212083816528,8.629097938537598,11.98865032196045,3.6316580772399902,1.273980975151062,0
11.829219818115234,2.9308290481567383,1.8695980310440063,2.0230600833892822,1.4409409761428833,1.1736379861831665,6.9481048583984375,11.331049919128418,4.624485015869141,0.7038236856460571,1
10.139840126037598,1.2956409454345703,1.4689699411392212,1.3879129886627197,0.6518542766571045,1.67644202709198,8.815875053405762,12.039239883422852,3.4487690925598145,1.9921530485153198,0
9.918397903442383,2.9129579067230225,0.6677135229110718,1.0256439447402954,0.6690083742141724,1.1319509744644165,7.732569217681885,11.836899757385254,4.337088108062744,1.785235047340393,0
