ParticleID_0,ParticleID_1,ParticleID_2,ParticleID_3,ParticleID_4,ParticleID_5,ParticleID_6,ParticleID_7,ParticleID_8,ParticleID_9,ParticleID_10,ParticleID_11,ParticleID_12,ParticleID_13,ParticleID_14,ParticleID_15,ParticleID_16,ParticleID_17,ParticleID_18,ParticleID_19,ParticleID_20,ParticleID_21,ParticleID_22,ParticleID_23,ParticleID_24,ParticleID_25,ParticleID_26,ParticleID_27,ParticleID_28,ParticleID_29,ParticleID_30,ParticleID_31,ParticleID_32,ParticleID_33,ParticleID_34,ParticleID_35,ParticleID_36,ParticleID_37,ParticleID_38,ParticleID_39,ParticleID_40,ParticleID_41,ParticleID_42,ParticleID_43,ParticleID_44,ParticleID_45,ParticleID_46,ParticleID_47,ParticleID_48,ParticleID_49,__target__
4.78043,0.9084129999999999,92.1586,0.288796,0.00423131,0.160091,0.997088,0.843065,3.39375,0.181325,4.15416,183.852,0.336674,0.17218,2.17994,1000.59,0.539104,10.6194,0.31311700000000003,1.57369,1.3557299999999999,0.338505,84.4667,5.13618,0.45260500000000004,0.654896,54.0441,1.70075,0.151168,0.375578,7.842860000000001,1.35727,0.386711,312.33,0.071257,0.29591999999999996,-0.09015110000000001,-4.37418,1.21665,0.0764486,135.184,12.8951,0.924276,2.67651,0,0.0996479,0.587535,1.4897799999999999,0.510886,0.307798,0
4.63002,1.52132,27.0958,0.17261700000000002,0.028626,0.413872,1.3351,0.8499899999999999,3.30625,0.23312,4.3358,77.405,0.925472,0.159777,2.37142,675.8539999999999,0.290565,5.4669099999999995,0.198473,0.706129,1.07081,0.305344,88.3591,3.44904,0.49703400000000003,0.09993099999999999,4.813219999999999,1.6735400000000002,0.0974348,0.326464,7.128310000000001,1.49374,0.700507,437.269,0.0539014,0.304054,0.22472899999999998,-2.75873,1.1034899999999999,0.111527,178.424,38.6016,0.288342,2.94767,0,0.181867,-0.155593,3.48941,1.35026,0.249065,1
6.9016399999999996,1.13659,151.879,0.496138,0.00169779,0.0247275,0.890967,0.6231720000000001,3.7769800000000004,0.16893,4.037380000000001,248.023,-0.569239,0.48424399999999995,1.9755,835.635,0.0267618,40.5009,0.229202,-0.173452,6.72888,0.348048,23.508,3.99435,0.433399,-3.10051,123.931,2.80482,0.33211199999999996,2.50123,19.4038,0.594695,0.984986,372.47,0.00264198,0.21555100000000002,-0.9512,-2.68823,1.64542,0.0670225,141.257,-277.411,6.61843,5.34739,0.23429499999999998,0.23701599999999998,-6.2057400000000005,5.25448,3.33115,0.122054,0
6.410830000000001,1.2838399999999999,129.632,0.279859,0.031068000000000002,0.11158199999999999,1.28833,0.843277,3.7950800000000005,0.147704,4.55255,153.44,0.5530619999999999,0.0454084,2.40619,981.7239999999999,0.369642,209.361,0.39611599999999997,0.151249,0.498935,0.384466,28.9745,8.91495,0.300738,1.7058200000000001,145.164,1.9185599999999998,0.231931,-0.702432,9.80056,0.992576,0.45714799999999994,397.11300000000006,0.0933529,0.29268299999999997,-0.777293,-3.9554300000000002,1.43751,0.0368255,143,-38.7828,-0.10643699999999999,6.1227599999999995,0,0.060462800000000004,1.37955,3.7387300000000003,3.00692,0.298956,0
4.78746,1.01546,38.2163,0.24384299999999998,0.038216599999999996,0.22409,1.9533099999999999,0.8647879999999999,3.50205,0.180835,4.58467,150.084,0.518971,0.369761,2.66057,1074.87,0.49837700000000007,17.3308,0.253185,1.37363,1.26316,0.28025500000000003,117.23200000000001,3.64525,0.467262,-0.164153,63.8315,1.37402,0.170949,0.412731,5.567019999999999,1.20736,0.314727,394.858,0.0494213,0.192545,0.830413,-3.91729,1.40215,0.091928,191.68099999999998,72.4482,-0.581154,5.06962,0.00159236,0.14213900000000002,-0.632246,2.49781,0.49269700000000005,0.265889,1
5.11113,1.94993,76.1181,0.264214,0.00448431,0.101344,0.42590100000000003,0.769694,3.5284699999999996,0.11086900000000001,4.412,228.46200000000002,0.9802719999999999,0.499108,1.92032,627.944,0.220755,5.94362,0.257848,0.923536,-1.6994,0.251121,79.0983,2.39262,0.44491499999999995,-1.9785400000000002,196.253,1.58901,0.134143,-0.047292900000000006,8.605310000000001,0.954441,1.40992,373.83,0.0303584,0.327009,0.372165,-2.33853,1.24489,0.127332,127.01899999999999,-10.9409,0.991383,8.33928,0.00224215,0.23450500000000002,-0.44596899999999995,2.1640900000000003,1.4163299999999999,0.186273,0
2.76226,0.682856,10.3434,0.23677600000000001,0.015847899999999998,0.422129,1.16765,0.8901180000000001,3.54017,0.280482,4.32253,277.89,0.845985,0.284735,2.50937,1372.63,0.819276,30.1436,0.353407,0.605574,1.02714,0.32805100000000004,88.122,5.57198,0.47057,0.607539,21.9429,1.11924,0.17566099999999998,-0.29684299999999997,5.0069099999999995,1.03768,0.192724,312.975,0.153082,0.364238,2.12384,-4.96263,1.38029,0.05645549999999999,121.369,-32.2118,0.320902,4.5452,0.00158479,0.0966992,0.042082,0.7817569999999999,0.102719,0.197902,1
5.34136,1.58758,104.36,0.35633200000000004,0.00470588,0.137506,0.7576609999999999,0.776509,3.44219,0.17813900000000002,4.101380000000001,68.929,-0.789886,0.07215339999999999,1.87873,473.44,0.191575,49.4284,0.28,0.703072,0.428551,0.301176,13.2208,2.4586099999999997,0.430005,0.47803199999999996,124.772,1.86515,0.161331,-0.049355300000000005,7.82503,1.0269,2.5720400000000003,437.755,0.036477499999999996,0.23089099999999999,-0.686208,-1.5463799999999999,1.4537200000000001,0.0463284,160.839,-13.7659,0.0763225,3.18244,0,0.220487,0.416505,5.8510599999999995,3.45672,0.35335300000000003,0
3.4884199999999996,0.6547229999999999,1.65127,0.24429800000000002,0.014473699999999999,0.38452800000000004,1.3616,0.911552,3.10818,0.200624,4.0584,77.5845,0.802247,0.194341,2.83385,1306.4,0.775992,15.6583,0.24210500000000001,1.1554,0.7000310000000001,0.348684,210.203,3.38343,0.49811300000000003,0.606164,21.9862,1.47195,0.13903800000000002,0.31934,5.95709,1.29467,0.37009200000000003,452.405,0.146203,0.25808000000000003,0.371655,-3.72506,1.35519,0.0952642,162.45,38.6458,0.347652,3.56075,0,0.18076199999999998,-0.0763454,2.0461,0.262428,0.22571,1
4.84844,2.24467,117.13600000000001,0.332876,0.00539084,0.07134349999999999,0.8541620000000001,0.816106,3.24085,0.188211,4.000380000000001,131.208,0.957383,0.08287180000000001,2.0297400000000003,476.99,0.20933400000000002,53.5051,0.237197,0.564578,-0.0366859,0.401617,19.8224,2.13216,0.41558900000000004,0.45109799999999994,115.88799999999999,1.5731,0.22223400000000001,-0.177294,7.38428,0.693729,2.4808,393.37199999999996,0.026137200000000003,0.225757,-0.289089,-1.69609,1.27565,0.0482503,144.815,-27.1063,-0.024331099999999998,3.49969,0,0.147634,0.163221,3.5705,1.26895,0.30192199999999997,0
