lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_2_pt,jet_2_eta,jet_2_phi,jet_3_pt,jet_3_eta,jet_3_phi,jet_4_pt,jet_4_eta,jet_4_phi,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,__target__
0.5660471320152282,-1.7152131795883176,0.37217366695404047,0.1568492501974106,-1.12691593170166,0.952989876270294,-0.5159352421760559,-0.5886911153793335,0.8348660469055174,0.4857470989227296,0.4293377697467804,0.5277420878410339,1.007818102836609,1.6879650354385378,1.1350076198577883,-0.8116305470466612,1.3926678895950315,0.895892858505249,0.999224841594696,0.9942063093185424,0.8119681477546691,0.9753643870353698,0.8304937481880189,0.7309094071388244,0
1.0960414409637451,-0.07602372020483018,0.3488695025444031,0.8036283254623412,0.8047980070114135,0.9051709175109864,-0.22381739318370816,-1.228994607925415,0.42907914519310003,1.323071241378784,-1.0199831724166872,0.5440748929977417,-0.7353080511093139,-0.24261696636676786,1.130382776260376,0.1835932433605194,1.0652697086334229,0.9245054721832277,0.9660563468933104,0.9919131398200988,1.0856484174728391,0.825208067893982,0.9508931636810304,0.7997835874557494,1
0.8405607938766478,-0.29029685258865356,-1.4700714349746704,0.2214578241109848,0.4703437685966492,0.5615522265434264,-0.17133520543575287,0.1337653249502182,0.8297040462493896,0.6217393875122071,0.598560869693756,0.5928975939750671,0.5299376845359802,0.9795680642127992,1.5008485317230225,-0.09956665337085725,-1.0174207687377927,0.9935657978057858,0.9088850617408752,0.990833580493927,0.7721991539001466,0.585364818572998,0.6498039364814758,0.6353771090507507,1
1.671056032180786,-2.0288310050964355,1.5190719366073606,0.8882054686546323,-1.10348904132843,0.6740459203720092,1.6427661180496218,0.78238445520401,1.7153093814849854,-0.4273441433906555,-0.7825160026550292,0.6706978678703308,1.5539673566818237,0.21181443333625796,1.3406866788864136,-2.3098795413970947,0.25787267088890076,0.5961531400680541,0.9112948179244994,1.186193346977234,1.744303822517395,0.8902323842048645,1.2930107116699219,1.9820523262023924,0
1.4111831188201904,0.4869302213191986,-0.7520807385444641,1.1684967279434204,0.280487984418869,1.2856156826019287,0.8585038781166077,1.6987668275833125,0.687181293964386,0.018516371026635167,0.7000947594642639,0.5268639922142029,0.8376017212867738,0.6594857573509216,0.5401204824447633,-0.2761251926422119,-0.5895835161209106,0.6605998277664183,0.948153078556061,1.427209496498108,0.9319206476211548,1.2414978742599487,1.045088291168213,0.8151578903198241,1
0.9858699440956116,-0.27373936772346497,-1.543867826461792,0.7053486704826354,0.8764325380325317,0.4870755672454834,0.4693435430526732,0.9459251761436464,1.287237286567688,-1.0344526767730713,-0.9900223016738894,0.6529601216316223,-1.454404592514038,-0.1000494435429573,1.132330060005188,0.9256386756896972,0.5580800771713258,0.955514907836914,0.6145309209823608,0.9871379137039183,1.0157209634780884,0.8774487376213074,0.8863018155097961,0.795605182647705,1
0.35284155607223516,1.6732243299484253,0.2600916624069213,0.8340139985084531,0.4230650365352631,0.6039663553237915,1.3971890211105347,-0.06702109426259995,0.5056284666061401,-1.727041959762573,1.4957206249237058,0.5291470885276794,1.1998805999755857,-1.3415497541427612,1.1157783269882202,-0.8366152644157409,-1.0201952457427979,0.9285820126533506,0.7601497173309326,0.9899995923042296,0.8898412585258483,0.1972408890724182,0.7653402686119078,0.7195277810096741,1
0.9979485869407652,0.19084373116493222,1.6633359193801882,0.2346105575561524,-0.4228840172290802,1.7206584215164187,-2.697411775588989,0.7408062815666199,1.116763949394226,0.823785126209259,-0.99279648065567,0.9615268111228944,-0.8026664853096008,-1.6166985034942627,0.9429593682289124,0.5317133665084839,-0.2061370462179184,0.8670043349266051,0.7859444618225098,0.9928478598594664,0.5991324782371521,1.225680351257324,0.9957258105278016,0.9121057987213134,1
1.4267388582229614,0.06033190712332726,0.44541534781455994,1.2876461744308472,0.8182846307754515,0.9118582606315612,0.6980866193771361,-0.6358129978179932,1.0053393840789795,1.3327850103378298,1.7426199913024902,0.9685516953468322,-1.2013554573059082,-0.2770099937915802,0.7029598355293274,-0.6125857830047609,-1.5634542703628542,3.0817341804504395,1.7047967910766597,0.9801174402236938,1.244073748588562,0.9146302938461304,1.2151952981948853,1.1611831188201904,1
2.1604223251342773,-0.43347024917602534,0.3455403149127961,1.6424148082733157,0.3624295890331268,0.8491988778114319,-0.6525869369506836,-1.0272018909454343,1.1669995784759521,-0.8800042867660521,-1.477717876434326,1.0872716903686526,-1.1904324293136594,1.201462149620056,2.2634429931640625,1.7176536321640012,-1.2893276214599607,1.2002748250961304,1.088835597038269,0.9955610036849976,0.5992810726165771,0.6177253127098083,0.9414317011833192,1.0503410100936887,0
1.0555964708328247,-0.28445303440093994,-0.05739164724946023,0.8159925341606141,1.5800518989562988,0.6244863867759703,-0.6347627639770508,-1.690234899520874,0.9839358329772948,-2.119477033615112,-0.6754338145256041,0.734272837638855,1.3573536872863767,0.8558621406555174,1.6466493606567385,0.19608558714389798,1.1007841825485227,1.0043792724609375,1.2367974519729616,1.2799588441848757,0.8390324115753175,0.7938257455825805,1.1415084600448608,0.9958146214485168,1
1.0329033136367796,-0.018559562042355534,1.3381872177124023,0.8540952801704407,-1.2781327962875366,0.6800919771194458,-0.6446651220321655,1.6743743419647217,1.1430778503417969,1.3337563276290891,0.1175234019756317,0.995948612689972,-0.0608137734234333,-0.21044176816940308,0.5790656208992004,-0.32942587137222284,-0.6201037168502808,0.8507675528526305,0.870268225669861,0.9838511943817138,1.3858242034912107,0.9481458663940427,1.0108623504638672,0.9226016998291016,1
0.8530054092407225,2.1787140369415283,-1.2070670127868652,0.38499099016189575,-0.8142256736755372,0.6964896321296692,0.5535131096839904,0.25849977135658264,1.3132992982864382,0.7363615036010742,0.7161847949028015,1.6547042131423948,0.27779874205589294,-1.0786052942276,1.1741961240768433,1.0938689708709717,1.3499395847320557,0.8381044268608092,0.8837415575981139,0.9948191046714782,0.879308581352234,1.0332778692245483,0.9822726845741274,0.923074781894684,0
0.952013313770294,-1.4035431146621704,0.7655702829360963,0.7732872962951661,1.5980397462844849,0.5028319954872132,0.5634154081344604,-0.4268106818199158,0.4642061889171601,-0.11067632585763933,1.1794676780700684,0.8252447247505189,-0.1199799329042435,-1.4369643926620481,1.5174001455307007,-0.9298914670944212,-0.722762405872345,0.8717868328094482,0.7174592018127443,0.9847071766853333,0.8040891885757446,0.7476371526718139,0.980276942253113,0.8532640337944031,1
1.4964653253555298,-0.6604049801826477,1.5623512268066406,0.7888984680175781,-1.2308740615844727,0.6252192854881288,-0.6426846385002136,-0.4689437448978424,1.0565820932388303,-0.10679082572460175,0.07091770321130753,0.7395414710044861,1.0597023963928223,0.6156616806983948,0.7754951715469361,-0.2486420124769211,1.1035586595535278,1.6222336292266843,1.0170000791549683,0.9855596423149108,1.1207914352416992,0.6597746014595032,0.7364501953125,0.8117303252220154,1
1.7768352031707764,-0.3915896117687225,-1.249791383743286,0.4777078628540039,-1.3612560033798216,1.319968342781067,-0.4575116634368896,0.5866899490356444,1.0001773834228516,-1.382204294204712,-0.03293827921152115,0.6441790461540223,-0.9674214720726014,0.5868154764175415,2.3756537437438965,-0.3019427061080933,-1.6461360454559324,1.3266092538833618,0.8433438539505005,0.9780516028404236,1.3345696926116943,0.3004612326622009,0.8329505920410157,0.8346675038337708,1
1.127701997756958,-0.27081748843193054,-0.35812646150588984,0.1942692846059799,1.5604768991470337,0.573003113269806,-0.803101897239685,-0.3763625025749207,0.759575843811035,-0.2544396221637725,1.2138670682907107,1.3208481073379519,-1.0274978876113892,1.5442886352539063,0.7056373357772827,0.2910274565219879,1.2495005130767824,1.1345179080963135,0.9068983197212221,0.9869597554206846,1.0363610982894895,0.5694350600242615,0.7552958130836486,0.7209043502807617,1
0.9990466237068176,-0.7276087999343872,0.986959993839264,1.869954228401184,1.2057284116744995,1.1829240322113037,-0.23173923790454865,-1.3620446920394895,0.956488907337189,0.10108313709497453,-0.35030075907707214,0.8677450418472289,0.9295368194580078,-0.4578542411327361,1.7586166858673096,-1.0698057413101196,0.03757257759571075,0.7865535020828247,0.9495165944099426,1.0019218921661377,1.27795672416687,1.2662513256072998,1.1041206121444702,1.0363178253173826,1
